latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-8.42,141.396,311.4,1.1,1.1,2019-08-31,01:05,T,33,6.0NRT,298,4.8,D
-8.441,141.476,326.6,1.1,1.1,2019-08-31,01:05,T,81,6.0NRT,299.7,23.1,D
-7.714,139.456,315.9,1,1,2019-08-31,01:05,T,65,6.0NRT,299.8,7.4,D
-7.716,139.465,319.1,1,1,2019-08-31,01:05,T,72,6.0NRT,300.7,10.1,D
-7.862,139.52,320.7,1,1,2019-08-31,01:05,T,74,6.0NRT,302.7,10.5,D
-7.821,138.071,315.1,1,1,2019-08-31,01:05,T,58,6.0NRT,292.9,8.2,D
-8.003,139.294,318.2,1,1,2019-08-31,01:05,T,70,6.0NRT,300.4,10,D
-8.005,139.303,317.3,1,1,2019-08-31,01:05,T,68,6.0NRT,300.8,9.3,D
-8.156,140.272,317.1,1,1,2019-08-31,01:05,T,68,6.0NRT,300.2,9.3,D
-8.041,139.298,316.4,1,1,2019-08-31,01:05,T,67,6.0NRT,299.9,7.8,D
-8.278,140.735,313.3,1.1,1,2019-08-31,01:05,T,60,6.0NRT,299.3,6.5,D
-8.4,141.461,309.9,1.1,1.1,2019-08-31,01:05,T,46,6.0NRT,297.5,4.7,D
-8.297,140.607,312.2,1,1,2019-08-31,01:05,T,55,6.0NRT,299.2,4.4,D
-8.432,141.415,314.7,1.1,1.1,2019-08-31,01:05,T,65,6.0NRT,298,8.2,D
-8.264,140.131,324.1,1,1,2019-08-31,01:05,T,52,6.0NRT,303.4,12.8,D
-8.268,140.093,336.3,1,1,2019-08-31,01:05,T,0,6.0NRT,305.4,28.2,D
-8.332,140.215,317.4,1,1,2019-08-31,01:05,T,62,6.0NRT,304,7.2,D
-8.497,140.918,322.2,1.1,1,2019-08-31,01:05,T,76,6.0NRT,301.5,14.4,D
-8.506,140.916,321.6,1.1,1,2019-08-31,01:05,T,75,6.0NRT,299.8,13.4,D
-8.55,140.96,317,1.1,1,2019-08-31,01:05,T,68,6.0NRT,299.1,9.3,D
-8.552,140.969,312.3,1.1,1,2019-08-31,01:05,T,47,6.0NRT,297.9,5.3,D
-8.58,141.167,312.9,1.1,1,2019-08-31,01:05,T,54,6.0NRT,299.3,5.5,D
-8.507,140.539,312.5,1,1,2019-08-31,01:05,T,48,6.0NRT,299.8,4.8,D
-8.64,141.419,320.7,1.1,1.1,2019-08-31,01:05,T,75,6.0NRT,297.6,15.7,D
-8.562,140.794,319.8,1.1,1,2019-08-31,01:05,T,72,6.0NRT,300.4,11.1,D
-8.627,141.256,314.8,1.1,1.1,2019-08-31,01:05,T,65,6.0NRT,298.6,8.4,D
-8.611,141.075,318.5,1.1,1,2019-08-31,01:05,T,71,6.0NRT,301.3,10.2,D
-8.578,140.772,314.5,1.1,1,2019-08-31,01:05,T,59,6.0NRT,301.6,6.3,D
-8.579,140.781,312.7,1.1,1,2019-08-31,01:05,T,25,6.0NRT,299.9,4.7,D
-8.834,141.587,312.1,1.2,1.1,2019-08-31,01:05,T,59,6.0NRT,298.5,6.5,D
-8.351,138.165,312.2,1,1,2019-08-31,01:05,T,42,6.0NRT,298.3,5.7,D
-8.776,140.741,317.7,1.1,1,2019-08-31,01:05,T,59,6.0NRT,301.6,8.1,D
-8.98,140.948,324.2,1.1,1,2019-08-31,01:05,T,78,6.0NRT,303.4,17.6,D
-9.303,142.598,314.5,1.3,1.2,2019-08-31,01:05,T,25,6.0NRT,299.5,9.7,D
-10.99,142.506,311.5,1.4,1.2,2019-08-31,01:05,T,16,6.0NRT,297.7,8.8,D
-11.961,142.512,317.9,1.4,1.2,2019-08-31,01:05,T,45,6.0NRT,299.6,12.7,D
-11.999,142.514,316.6,1.4,1.2,2019-08-31,01:05,T,49,6.0NRT,300.6,10.8,D
-11.736,132.797,325.6,1.9,1.4,2019-08-31,01:05,T,71,6.0NRT,307.4,33.7,D
-11.74,132.79,322.5,1.9,1.4,2019-08-31,01:05,T,69,6.0NRT,307.6,27,D
-7.827,140.733,314,1.1,1,2019-08-31,01:05,T,66,6.0NRT,300.6,8.1,D
-7.825,140.724,322.5,1.1,1,2019-08-31,01:05,T,77,6.0NRT,299,16.5,D
