latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.242,140.883,313.5,1.5,1.2,2019-08-06,01:00,T,58,6.0NRT,296.7,16.7,D
-11.375,132.35,331.4,1.6,1.2,2019-08-06,01:15,T,84,6.0NRT,298.1,47.4,D
-11.399,132.494,316.4,1.6,1.2,2019-08-06,01:15,T,66,6.0NRT,297.6,16.4,D
-11.401,132.508,313.4,1.6,1.2,2019-08-06,01:15,T,58,6.0NRT,296.2,11.6,D
-11.213,132.344,315.4,1.6,1.3,2019-08-06,01:15,T,59,6.0NRT,296,14,D
-11.224,132.342,313.8,1.6,1.3,2019-08-06,01:15,T,50,6.0NRT,295.5,11,D
-11.373,132.335,318.6,1.6,1.2,2019-08-06,01:15,T,70,6.0NRT,298.2,18.5,D
-11.361,132.337,332.5,1.6,1.2,2019-08-06,01:15,T,85,6.0NRT,298.2,49.9,D
30.312,122.174,318,1,1,2019-08-06,02:40,T,40,6.0NRT,303.2,7.4,D
30.537,120.079,321.6,1.1,1,2019-08-06,02:40,T,56,6.0NRT,303,9.6,D
30.744,117.394,317.8,1.4,1.2,2019-08-06,02:40,T,31,6.0NRT,296.5,9.2,D
30.376,119.983,322.2,1.1,1,2019-08-06,02:40,T,65,6.0NRT,301.3,10.8,D
29.962,121.737,322.9,1,1,2019-08-06,02:40,T,45,6.0NRT,303.1,10.7,D
29.96,121.747,322.3,1,1,2019-08-06,02:40,T,21,6.0NRT,302.6,8.9,D
30.203,119.682,325.6,1.1,1,2019-08-06,02:40,T,53,6.0NRT,303.5,13.4,D
29.757,121.437,320.5,1,1,2019-08-06,02:40,T,60,6.0NRT,301.2,8.5,D
29.684,121.497,318.3,1,1,2019-08-06,02:40,T,42,6.0NRT,300.6,7.2,D
30.058,118.563,321.1,1.2,1.1,2019-08-06,02:40,T,51,6.0NRT,301.1,12.1,D
30.056,118.576,320.5,1.2,1.1,2019-08-06,02:40,T,41,6.0NRT,300.5,11.2,D
29.9,118.456,326.4,1.2,1.1,2019-08-06,02:40,T,44,6.0NRT,303,13.8,D
