latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-9.636,149.673,307.9,2.1,1.4,2019-08-10,00:45,T,21,6.0NRT,291,15.2,D
7.67,126.276,314.6,1.4,1.2,2019-08-10,02:20,T,64,6.0NRT,299.6,13.3,D
7.467,125.532,311.6,1.3,1.1,2019-08-10,02:20,T,58,6.0NRT,298.4,6.5,D
7.197,126.285,311.7,1.4,1.2,2019-08-10,02:20,T,55,6.0NRT,298.9,12.5,D
6.406,124.582,310.2,1.1,1.1,2019-08-10,02:20,T,40,6.0NRT,298.1,6.6,D
9.187,125.936,312.5,1.3,1.1,2019-08-10,02:20,T,55,6.0NRT,300.4,7.4,D
8.999,126.094,314.9,1.3,1.1,2019-08-10,02:20,T,63,6.0NRT,300.9,9.9,D
8.997,126.106,316.1,1.3,1.1,2019-08-10,02:20,T,65,6.0NRT,301.6,10.8,D
8.914,126.237,313,1.3,1.1,2019-08-10,02:20,T,57,6.0NRT,300.9,7.6,D
8.78,124.863,316,1.1,1.1,2019-08-10,02:20,T,67,6.0NRT,301,10.2,D
8.441,124.666,318.7,1.1,1,2019-08-10,02:20,T,69,6.0NRT,302.9,8.8,D
8.248,125.255,312.8,1.2,1.1,2019-08-10,02:20,T,39,6.0NRT,299.5,7.6,D
8.094,123.487,314.6,1,1,2019-08-10,02:20,T,64,6.0NRT,299.7,6,D
8.018,126.207,312.6,1.4,1.2,2019-08-10,02:20,T,58,6.0NRT,301.6,8.1,D
-9.715,119.316,347.2,1,1,2019-08-10,02:25,T,93,6.0NRT,302.8,48.7,D
-9.879,120.064,319.8,1,1,2019-08-10,02:25,T,56,6.0NRT,302.1,7.6,D
-9.88,120.073,333.6,1,1,2019-08-10,02:25,T,85,6.0NRT,301.6,24.5,D
-9.859,119.87,321,1,1,2019-08-10,02:25,T,60,6.0NRT,301.2,9.9,D
-9.887,120.066,346,1,1,2019-08-10,02:25,T,93,6.0NRT,302.6,47.1,D
-9.889,120.075,325.9,1,1,2019-08-10,02:25,T,78,6.0NRT,302.8,14.8,D
-8.441,122.655,310.4,1.3,1.1,2019-08-10,02:25,T,24,6.0NRT,298.4,7.9,D
-8.487,121.963,324.6,1.2,1.1,2019-08-10,02:25,T,72,6.0NRT,301.7,15.9,D
-8.488,121.974,320.5,1.2,1.1,2019-08-10,02:25,T,62,6.0NRT,301.3,9.9,D
-8.562,117.823,312.1,1,1,2019-08-10,02:25,T,50,6.0NRT,297.7,9,D
-9.445,119.3,318.7,1,1,2019-08-10,02:25,T,49,6.0NRT,301.3,7.3,D
-9.57,119.713,318.3,1,1,2019-08-10,02:25,T,58,6.0NRT,299.8,8.7,D
-9.635,120.034,321.4,1,1,2019-08-10,02:25,T,65,6.0NRT,295.8,11.9,D
-9.855,120.602,318.9,1.1,1,2019-08-10,02:25,T,53,6.0NRT,299.9,7.1,D
-9.716,119.325,328.7,1,1,2019-08-10,02:25,T,80,6.0NRT,301.6,19.1,D
2.779,125.396,316.3,1.4,1.2,2019-08-10,02:25,T,66,6.0NRT,292.1,18.9,D
2.778,125.407,341.3,1.4,1.2,2019-08-10,02:25,T,91,6.0NRT,297.7,72.6,D
2.773,125.401,327.4,1.4,1.2,2019-08-10,02:25,T,80,6.0NRT,294.6,38.2,D
2.771,125.415,314.8,1.4,1.2,2019-08-10,02:25,T,59,6.0NRT,291.4,16.4,D
3.279,113.081,305.4,3.3,1.7,2019-08-10,02:25,T,0,6.0NRT,284,17.1,D
1.451,125.196,314.1,1.4,1.2,2019-08-10,02:25,T,0,6.0NRT,297.3,15.8,D
1.862,117.257,309.9,1.5,1.2,2019-08-10,02:25,T,40,6.0NRT,286.2,9.7,D
1.859,117.25,309.9,1.5,1.2,2019-08-10,02:25,T,25,6.0NRT,285.3,9.6,D
-1.709,120.799,326.7,1,1,2019-08-10,02:25,T,84,6.0NRT,291.4,21.9,D
-1.71,120.808,319.6,1,1,2019-08-10,02:25,T,79,6.0NRT,292.6,14.5,D
-1.484,114.212,306.7,2.2,1.4,2019-08-10,02:25,T,53,6.0NRT,284.9,13.4,D
-2.579,121.518,332,1,1,2019-08-10,02:25,T,0,6.0NRT,299.1,26.9,D
-2.577,121.378,357.8,1,1,2019-08-10,02:25,T,99,6.0NRT,301.7,77.2,D
-2.364,119.563,315,1,1,2019-08-10,02:25,T,45,6.0NRT,293.5,9.7,D
-2.022,115.627,309.6,1.7,1.3,2019-08-10,02:25,T,60,6.0NRT,285.3,12.1,D
-2.405,114.955,311.9,1.9,1.3,2019-08-10,02:25,T,42,6.0NRT,292.4,11.4,D
-2.408,114.972,313.6,1.9,1.3,2019-08-10,02:25,T,64,6.0NRT,292.1,15.1,D
-2.4,114.966,312.8,1.9,1.3,2019-08-10,02:25,T,50,6.0NRT,293,14.1,D
-2.412,114.964,312.4,1.9,1.3,2019-08-10,02:25,T,28,6.0NRT,292.4,11.7,D
-2.329,114.003,315.6,2.2,1.4,2019-08-10,02:25,T,22,6.0NRT,284.8,25,D
-3.639,119.584,317.2,1,1,2019-08-10,02:25,T,70,6.0NRT,299.7,8.7,D
-2.997,114.941,312.3,1.8,1.3,2019-08-10,02:25,T,64,6.0NRT,291.5,15.2,D
-4.501,121.689,319.2,1.1,1,2019-08-10,02:25,T,69,6.0NRT,298.4,11.7,D
-4.595,121.828,319,1.1,1,2019-08-10,02:25,T,63,6.0NRT,299.9,9.9,D
-4.596,121.838,320.6,1.1,1,2019-08-10,02:25,T,74,6.0NRT,297.4,11,D
-4.635,121.867,319.7,1.1,1,2019-08-10,02:25,T,69,6.0NRT,296.1,10,D
-4.636,121.876,316.6,1.1,1,2019-08-10,02:25,T,51,6.0NRT,297.8,6.6,D
-8.222,124.087,310.6,1.7,1.3,2019-08-10,02:25,T,41,6.0NRT,291.6,15.7,D
-8.234,124.086,310.7,1.7,1.3,2019-08-10,02:25,T,37,6.0NRT,294.1,15.6,D
-8.232,124.08,313.2,1.7,1.3,2019-08-10,02:25,T,30,6.0NRT,295.1,18.4,D
-8.23,123.636,317.7,1.6,1.2,2019-08-10,02:25,T,0,6.0NRT,300.8,15.2,D
-8.453,124.193,335.5,1.7,1.3,2019-08-10,02:25,T,66,6.0NRT,296.4,64.7,D
-8.69,125.823,312.6,2.3,1.5,2019-08-10,02:25,T,61,6.0NRT,292.3,19.1,D
-8.693,125.843,312.1,2.3,1.5,2019-08-10,02:25,T,42,6.0NRT,293.3,18.9,D
-9.69,149.911,324.5,1,1,2019-08-10,03:40,A,81,6.0NRT,295.7,15.3,D
-9.549,149.213,314,1,1,2019-08-10,03:40,A,70,6.0NRT,298.4,7.1,D
-9.037,149.258,345.1,1,1,2019-08-10,03:40,A,0,6.0NRT,298.6,45.2,D
-9.154,147.226,306.4,1.2,1.1,2019-08-10,03:40,A,53,6.0NRT,289.2,4.1,D
-8.448,151.115,318.4,1.1,1,2019-08-10,03:40,A,47,6.0NRT,289.6,9.5,D
-8.543,146.392,312.7,1.3,1.1,2019-08-10,03:40,A,43,6.0NRT,293.4,5.6,D
-4.996,145.781,312.3,1.3,1.1,2019-08-10,03:40,A,23,6.0NRT,296.1,6.7,D
-4.998,145.77,312.3,1.3,1.1,2019-08-10,03:40,A,53,6.0NRT,295.6,7,D
-4.998,145.776,316.4,1.3,1.1,2019-08-10,03:40,A,45,6.0NRT,296.1,11.1,D
29.624,106.649,321.6,1.3,1.1,2019-08-10,03:55,T,57,6.0NRT,303.7,14.7,D
30.846,104.403,323.3,1,1,2019-08-10,03:55,T,33,6.0NRT,305.9,9.2,D
30.869,104.191,328.7,1,1,2019-08-10,03:55,T,42,6.0NRT,308.5,14.4,D
30.868,104.201,328.6,1,1,2019-08-10,03:55,T,36,6.0NRT,307.8,13.5,D
30.861,104.006,330.5,1,1,2019-08-10,03:55,T,43,6.0NRT,310.5,13.2,D
30.85,104.015,328.6,1,1,2019-08-10,03:55,T,41,6.0NRT,309,11.4,D
30.801,104.155,327.1,1,1,2019-08-10,03:55,T,63,6.0NRT,307.4,9.9,D
30.767,104.376,319.7,1,1,2019-08-10,03:55,T,64,6.0NRT,303.3,6.9,D
30.798,104.116,324,1,1,2019-08-10,03:55,T,51,6.0NRT,305.5,9.5,D
30.796,104.126,324.5,1,1,2019-08-10,03:55,T,45,6.0NRT,307.3,10,D
30.807,103.935,330.3,1,1,2019-08-10,03:55,T,29,6.0NRT,310.1,13.2,D
30.586,105.282,322.1,1.1,1,2019-08-10,03:55,T,27,6.0NRT,306,9.4,D
30.721,104.133,322.8,1,1,2019-08-10,03:55,T,40,6.0NRT,305.8,7.8,D
30.336,105.496,323.1,1.1,1.1,2019-08-10,03:55,T,40,6.0NRT,305.7,11.8,D
30.042,106.734,318.7,1.3,1.1,2019-08-10,03:55,T,70,6.0NRT,301.3,14,D
30.305,105.008,333.5,1.1,1,2019-08-10,03:55,T,82,6.0NRT,305.3,24.7,D
30.303,105.019,329.2,1.1,1,2019-08-10,03:55,T,55,6.0NRT,304.8,18.3,D
30.145,105.826,323.1,1.2,1.1,2019-08-10,03:55,T,56,6.0NRT,303.9,14.3,D
29.894,107.041,317,1.3,1.1,2019-08-10,03:55,T,66,6.0NRT,302.3,11.4,D
30.118,105.371,324.8,1.1,1.1,2019-08-10,03:55,T,41,6.0NRT,305.7,13.7,D
30.116,105.383,322.3,1.1,1.1,2019-08-10,03:55,T,67,6.0NRT,304.7,12,D
30.104,105.333,323.8,1.1,1,2019-08-10,03:55,T,41,6.0NRT,304.4,12.3,D
29.904,106.399,317.9,1.2,1.1,2019-08-10,03:55,T,60,6.0NRT,301.8,10.7,D
28.826,105.399,317.9,1.2,1.1,2019-08-10,03:55,T,45,6.0NRT,300.9,7.5,D
27.369,105.393,323.7,1.2,1.1,2019-08-10,03:55,T,76,6.0NRT,294.8,21.8,D
27.497,103.714,317.2,1,1,2019-08-10,03:55,T,73,6.0NRT,299.3,10.3,D
27.495,103.724,325.4,1,1,2019-08-10,03:55,T,81,6.0NRT,299.2,19.1,D
25.637,102.779,312.3,1,1,2019-08-10,03:55,T,63,6.0NRT,296.8,6.2,D
25.153,105.043,318.2,1.2,1.1,2019-08-10,03:55,T,74,6.0NRT,293.8,15.2,D
25.528,102.408,315.1,1,1,2019-08-10,03:55,T,23,6.0NRT,297.8,6.2,D
23.802,103.176,325.3,1.1,1,2019-08-10,03:55,T,62,6.0NRT,304.5,16.2,D
21.85,106.764,313.7,1.8,1.3,2019-08-10,03:55,T,51,6.0NRT,296,14.5,D
21.731,105.243,318,1.4,1.2,2019-08-10,03:55,T,66,6.0NRT,296.4,13,D
21.727,105.236,316.5,1.4,1.2,2019-08-10,03:55,T,62,6.0NRT,296.2,11.3,D
21.429,105.896,316.7,1.6,1.3,2019-08-10,03:55,T,49,6.0NRT,296.4,11.6,D
21.249,106.129,317.7,1.7,1.3,2019-08-10,03:55,T,64,6.0NRT,297.2,13.4,D
21.246,106.145,320.6,1.7,1.3,2019-08-10,03:55,T,73,6.0NRT,297.7,19,D
21.34,105.336,317.1,1.5,1.2,2019-08-10,03:55,T,57,6.0NRT,296.5,10.4,D
21.338,105.35,321,1.5,1.2,2019-08-10,03:55,T,74,6.0NRT,297.3,16.5,D
21.203,105.999,319.7,1.7,1.3,2019-08-10,03:55,T,71,6.0NRT,297.3,18.2,D
21.175,105.961,317.5,1.6,1.3,2019-08-10,03:55,T,68,6.0NRT,295,13.2,D
21.078,105.984,317.4,1.7,1.3,2019-08-10,03:55,T,43,6.0NRT,296.5,13.5,D
21.262,104.644,314.8,1.3,1.2,2019-08-10,03:55,T,62,6.0NRT,295.8,9.9,D
20.929,106.23,315.6,1.7,1.3,2019-08-10,03:55,T,36,6.0NRT,295.2,12.5,D
20.924,106.072,318.8,1.7,1.3,2019-08-10,03:55,T,58,6.0NRT,296.6,20.2,D
21.001,101.405,315.7,1,1,2019-08-10,03:55,T,39,6.0NRT,297.6,7,D
