latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-11.807,142.058,313,1,1,2019-08-01,00:55,T,48,6.0NRT,297.3,6.6,D
-11.547,132.654,315.9,3.4,1.7,2019-08-01,00:55,T,65,6.0NRT,298,52.6,D
-11.542,132.649,312.2,3.4,1.7,2019-08-01,00:55,T,42,6.0NRT,298,31.4,D
-11.547,132.68,311.4,3.4,1.7,2019-08-01,00:55,T,40,6.0NRT,298.7,27.3,D
-11.792,142.085,319.3,1,1,2019-08-01,00:55,T,71,6.0NRT,297.3,11.3,D
30.298,120.8,312.1,1.7,1.3,2019-08-01,02:20,T,24,6.0NRT,297.7,11,D
29.895,118.452,320.5,2.4,1.5,2019-08-01,02:20,T,30,6.0NRT,299.8,27.7,D
29.788,118.184,316.9,2.5,1.5,2019-08-01,02:20,T,45,6.0NRT,298.5,22.3,D
30.673,122.415,310.9,1.3,1.1,2019-08-01,02:20,T,32,6.0NRT,297.6,11,D
30.227,122.232,313.3,1.3,1.2,2019-08-01,02:20,T,0,6.0NRT,297.5,12.4,D
30.298,120.789,312.7,1.7,1.3,2019-08-01,02:20,T,0,6.0NRT,297.7,11.3,D
30.307,120.818,313.4,1.6,1.3,2019-08-01,02:20,T,30,6.0NRT,298.1,12.8,D
17.12,121.617,315.6,1.1,1,2019-08-01,02:25,T,66,6.0NRT,295.5,7.4,D
2.143,117.491,312.2,1.2,1.1,2019-08-01,02:30,T,39,6.0NRT,294.5,5.3,D
2.782,125.403,323.4,1.9,1.3,2019-08-01,02:30,T,46,6.0NRT,292,43.9,D
2.779,125.422,314.9,1.9,1.3,2019-08-01,02:30,T,9,6.0NRT,284.4,21.9,D
1.043,120.819,317.3,1,1,2019-08-01,02:30,T,44,6.0NRT,300.9,8.8,D
0.091,117.342,318.5,1.1,1.1,2019-08-01,02:30,T,30,6.0NRT,300.3,10.5,D
-0.443,116.319,337.9,1.3,1.1,2019-08-01,02:30,T,0,6.0NRT,295.8,44.3,D
-0.442,116.312,321.2,1.3,1.1,2019-08-01,02:30,T,67,6.0NRT,295.3,16.7,D
-0.444,116.324,328.1,1.3,1.1,2019-08-01,02:30,T,0,6.0NRT,295.1,26.7,D
-1.095,119.701,311.1,1,1,2019-08-01,02:30,T,62,6.0NRT,296.1,6.3,D
-2.527,121.361,303.5,1.2,1.1,2019-08-01,02:30,T,41,6.0NRT,286.2,3.7,D
-2.572,121.38,306.2,1.2,1.1,2019-08-01,02:30,T,31,6.0NRT,286.3,6.9,D
-2.58,121.368,303,1.2,1.1,2019-08-01,02:30,T,29,6.0NRT,281.8,4.5,D
-2.582,121.378,335.4,1.2,1.1,2019-08-01,02:30,T,89,6.0NRT,284,44.5,D
-2.474,119.432,313.1,1,1,2019-08-01,02:30,T,69,6.0NRT,296.7,8.3,D
-2.476,119.441,311,1,1,2019-08-01,02:30,T,50,6.0NRT,297.2,6.4,D
-2.952,121.481,310.2,1.2,1.1,2019-08-01,02:30,T,56,6.0NRT,294.5,7.3,D
-2.144,115.586,321,1.3,1.1,2019-08-01,02:30,T,36,6.0NRT,299.7,15.8,D
-2.108,114.031,319.5,1.7,1.3,2019-08-01,02:30,T,73,6.0NRT,295.8,25.4,D
-2.12,114.03,311.5,1.7,1.3,2019-08-01,02:30,T,16,6.0NRT,294.1,9.8,D
-2.829,112.881,314.1,2,1.4,2019-08-01,02:30,T,47,6.0NRT,290.2,20.8,D
-9.018,125.181,316.8,2.8,1.6,2019-08-01,02:30,T,42,6.0NRT,300.9,28.7,D
-8.194,119.067,314.1,1.1,1,2019-08-01,02:30,T,47,6.0NRT,295.9,8.4,D
-8.195,119.076,319.8,1.1,1,2019-08-01,02:30,T,69,6.0NRT,300.3,13.5,D
-8.578,121.351,318.3,1.4,1.2,2019-08-01,02:30,T,32,6.0NRT,303.9,11.1,D
-7.715,114.021,324.2,1.4,1.2,2019-08-01,02:30,T,72,6.0NRT,300,18.7,D
-7.717,114.033,322.9,1.4,1.2,2019-08-01,02:30,T,66,6.0NRT,304.5,16.6,D
-8.361,118.005,320,1,1,2019-08-01,02:30,T,71,6.0NRT,301.7,12.6,D
-7.698,112.597,311.3,1.8,1.3,2019-08-01,02:30,T,46,6.0NRT,296.4,16.5,D
