latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-11.506,132.64,331.3,1.2,1.1,2019-08-13,01:20,T,78,6.0NRT,305.6,25.4,D
-11.392,130.895,323.2,1.6,1.2,2019-08-13,01:20,T,66,6.0NRT,300.8,25.7,D
-11.488,130.563,317.3,1.7,1.3,2019-08-13,01:20,T,62,6.0NRT,300.6,18.8,D
-11.618,130.44,317.6,1.7,1.3,2019-08-13,01:20,T,32,6.0NRT,301.2,17,D
-11.206,132.371,315.1,1.3,1.1,2019-08-13,01:20,T,0,6.0NRT,299.6,8.5,D
-11.262,131.878,316.2,1.4,1.2,2019-08-13,01:20,T,50,6.0NRT,304.5,10,D
-11.272,131.876,328.5,1.4,1.2,2019-08-13,01:20,T,77,6.0NRT,302.2,29.2,D
-11.417,132.535,314.5,1.2,1.1,2019-08-13,01:20,T,43,6.0NRT,302,7.2,D
-11.917,135.808,310.8,1,1,2019-08-13,01:20,T,43,6.0NRT,299.1,5.2,D
-11.504,132.636,334.3,1.2,1.1,2019-08-13,01:20,T,75,6.0NRT,305,32,D
-11.504,132.629,322.1,1.2,1.1,2019-08-13,01:20,T,27,6.0NRT,304.4,11.7,D
28.803,120.216,321.9,1,1,2019-08-13,02:45,T,28,6.0NRT,302.1,9.4,D
28.858,119.904,321.4,1,1,2019-08-13,02:45,T,34,6.0NRT,301.1,7.6,D
30.984,121.65,320.5,1,1,2019-08-13,02:45,T,63,6.0NRT,300.6,8.6,D
30.996,121.51,322.3,1,1,2019-08-13,02:45,T,68,6.0NRT,301,9.9,D
30.983,121.595,320.9,1,1,2019-08-13,02:45,T,56,6.0NRT,300.4,9.2,D
30.998,121.205,322.9,1,1,2019-08-13,02:45,T,36,6.0NRT,300.4,8.8,D
30.924,121.671,321.2,1,1,2019-08-13,02:45,T,13,6.0NRT,300.6,7.6,D
30.923,121.681,320.5,1,1,2019-08-13,02:45,T,25,6.0NRT,300.2,7.4,D
30.996,121.155,317.9,1,1,2019-08-13,02:45,T,60,6.0NRT,298.8,8.2,D
30.916,121.673,321.3,1,1,2019-08-13,02:45,T,66,6.0NRT,300.1,9.9,D
30.954,121.309,318.6,1,1,2019-08-13,02:45,T,11,6.0NRT,299.2,7,D
30.906,121.375,321.1,1,1,2019-08-13,02:45,T,65,6.0NRT,298.9,9.9,D
30.868,121.329,320.4,1,1,2019-08-13,02:45,T,24,6.0NRT,299.6,8.1,D
30.988,120.474,318,1,1,2019-08-13,02:45,T,39,6.0NRT,300.2,6.6,D
30.955,120.638,320.6,1,1,2019-08-13,02:45,T,0,6.0NRT,301.4,8.6,D
30.799,121.413,319.4,1,1,2019-08-13,02:45,T,49,6.0NRT,300.4,7.6,D
30.861,120.708,320.5,1,1,2019-08-13,02:45,T,45,6.0NRT,300.5,8.9,D
30.758,121.202,317.7,1,1,2019-08-13,02:45,T,38,6.0NRT,299.1,6.3,D
30.806,120.708,319.2,1,1,2019-08-13,02:45,T,41,6.0NRT,300,7.8,D
30.904,119.984,318,1,1,2019-08-13,02:45,T,43,6.0NRT,298.8,6.3,D
30.817,119.753,317.6,1,1,2019-08-13,02:45,T,48,6.0NRT,299.3,7,D
30.722,120.403,318.5,1,1,2019-08-13,02:45,T,21,6.0NRT,300.4,6.9,D
30.792,119.801,317.2,1,1,2019-08-13,02:45,T,48,6.0NRT,300,6.7,D
30.735,120.13,316.7,1,1,2019-08-13,02:45,T,60,6.0NRT,300.3,6.6,D
30.69,120.115,318,1,1,2019-08-13,02:45,T,39,6.0NRT,300.5,6.8,D
30.643,120.191,317.2,1,1,2019-08-13,02:45,T,42,6.0NRT,300.1,6.7,D
30.592,120.35,320.5,1,1,2019-08-13,02:45,T,59,6.0NRT,300.8,8,D
30.501,120.151,319.1,1,1,2019-08-13,02:45,T,43,6.0NRT,299.4,6.9,D
30.499,120.161,321.4,1,1,2019-08-13,02:45,T,63,6.0NRT,300.3,9.1,D
30.267,121.266,323.7,1,1,2019-08-13,02:45,T,71,6.0NRT,301.1,10.3,D
30.241,121.315,324.6,1,1,2019-08-13,02:45,T,45,6.0NRT,302.3,9.9,D
30.116,122.091,317.9,1.1,1,2019-08-13,02:45,T,51,6.0NRT,300.7,8.4,D
30.322,120.607,318.2,1,1,2019-08-13,02:45,T,38,6.0NRT,297.6,5.9,D
30.204,121.377,324.6,1,1,2019-08-13,02:45,T,42,6.0NRT,302.6,10,D
30.149,121.431,327.9,1,1,2019-08-13,02:45,T,46,6.0NRT,303.1,13.1,D
30.315,119.786,324,1,1,2019-08-13,02:45,T,74,6.0NRT,301,12.9,D
30.045,121.213,321.2,1,1,2019-08-13,02:45,T,24,6.0NRT,300.9,8.8,D
30.008,121.39,320,1,1,2019-08-13,02:45,T,31,6.0NRT,299.6,7.5,D
29.979,121.571,328.9,1,1,2019-08-13,02:45,T,25,6.0NRT,304,13.1,D
29.972,121.437,323.1,1,1,2019-08-13,02:45,T,33,6.0NRT,301.1,7.9,D
30.112,120.352,317.9,1,1,2019-08-13,02:45,T,23,6.0NRT,299.6,7,D
30.105,120.208,320.7,1,1,2019-08-13,02:45,T,44,6.0NRT,301.1,7.3,D
29.867,121.753,325.3,1.1,1,2019-08-13,02:45,T,33,6.0NRT,301.6,13.6,D
29.98,120.914,319.5,1,1,2019-08-13,02:45,T,37,6.0NRT,299.9,8.3,D
29.794,121.454,321.9,1,1,2019-08-13,02:45,T,34,6.0NRT,300.5,8.4,D
