latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.713,141.607,303.1,1.6,1.3,2019-09-14,01:15,T,18,6.0NRT,290.7,4.2,D
-5.306,144.261,310.2,2.7,1.6,2019-09-14,01:15,T,47,6.0NRT,294.1,21.6,D
-5.31,144.254,313.3,2.7,1.6,2019-09-14,01:15,T,72,6.0NRT,293.1,32.9,D
-5.332,142.189,311.9,1.8,1.3,2019-09-14,01:15,T,49,6.0NRT,296.7,15.5,D
-6.132,146.01,310.9,3.8,1.8,2019-09-14,01:15,T,48,6.0NRT,293.7,33.5,D
-6.549,146.723,313.8,4.4,1.9,2019-09-14,01:15,T,29,6.0NRT,294.2,46.6,D
-2.724,140.761,314.9,1.3,1.1,2019-09-14,01:15,T,29,6.0NRT,301.3,9,D
-3.72,143.763,307.2,2.3,1.5,2019-09-14,01:15,T,13,6.0NRT,293.6,9.9,D
-3.718,143.185,324.7,2.1,1.4,2019-09-14,01:15,T,79,6.0NRT,298.3,47.1,D
-3.721,143.204,314.2,2.1,1.4,2019-09-14,01:15,T,65,6.0NRT,298.8,18.1,D
-3.967,143.742,326.3,2.3,1.5,2019-09-14,01:15,T,80,6.0NRT,298.7,55.3,D
-3.964,143.736,317.1,2.3,1.5,2019-09-14,01:15,T,62,6.0NRT,298.6,27.4,D
-3.966,143.756,320.4,2.3,1.5,2019-09-14,01:15,T,73,6.0NRT,298.8,38.7,D
-4.084,144.412,309.9,2.6,1.6,2019-09-14,01:15,T,37,6.0NRT,296.2,14.3,D
-4.087,144.435,323.9,2.6,1.6,2019-09-14,01:15,T,78,6.0NRT,296.7,64.9,D
-4.181,144.593,312.3,2.7,1.6,2019-09-14,01:15,T,57,6.0NRT,296.9,21,D
-4.088,143.401,312.1,2.2,1.4,2019-09-14,01:15,T,56,6.0NRT,298.1,14.9,D
-4.509,145.415,315,3.2,1.7,2019-09-14,01:15,T,36,6.0NRT,297.4,34.3,D
-4.524,145.412,313.7,3.2,1.7,2019-09-14,01:15,T,28,6.0NRT,296.6,30.4,D
-4.522,145.406,322.6,3.2,1.7,2019-09-14,01:15,T,77,6.0NRT,297,75.1,D
-4.341,143.435,320.6,2.2,1.4,2019-09-14,01:15,T,71,6.0NRT,297,36.7,D
-4.344,143.454,314.9,2.2,1.4,2019-09-14,01:15,T,56,6.0NRT,295.7,20.7,D
-4.45,143.374,315.2,2.2,1.4,2019-09-14,01:15,T,59,6.0NRT,296,24.7,D
-4.449,143.368,311.7,2.2,1.4,2019-09-14,01:15,T,46,6.0NRT,296.4,16.3,D
-4.451,143.387,309.2,2.2,1.4,2019-09-14,01:15,T,50,6.0NRT,295.4,11.5,D
-11.426,132.264,330.8,1.3,1.1,2019-09-14,01:20,T,69,6.0NRT,307.8,24,D
-11.615,130.791,333,1.6,1.2,2019-09-14,01:20,T,80,6.0NRT,309.7,37.3,D
-11.639,130.802,329,1.6,1.2,2019-09-14,01:20,T,57,6.0NRT,308.1,28.4,D
-11.703,130.558,321.5,1.7,1.3,2019-09-14,01:20,T,0,6.0NRT,305.3,19.4,D
-11.712,130.254,323.4,1.7,1.3,2019-09-14,01:20,T,34,6.0NRT,304.5,25.2,D
-11.708,130.248,319.8,1.7,1.3,2019-09-14,01:20,T,0,6.0NRT,305.5,20.4,D
-10.933,142.313,314.8,2.3,1.5,2019-09-14,01:20,T,53,6.0NRT,296.3,21.5,D
-10.985,142.306,314.7,2.3,1.5,2019-09-14,01:20,T,60,6.0NRT,297.3,19.3,D
-10.993,142.279,328.8,2.3,1.5,2019-09-14,01:20,T,82,6.0NRT,299,63.5,D
-10.995,142.3,330,2.3,1.5,2019-09-14,01:20,T,83,6.0NRT,299.5,68.4,D
-11.04,142.337,322.8,2.3,1.5,2019-09-14,01:20,T,66,6.0NRT,294.5,40.5,D
-11.043,142.357,318.5,2.3,1.5,2019-09-14,01:20,T,35,6.0NRT,293.9,27.5,D
-11.77,142.688,319.1,2.5,1.5,2019-09-14,01:20,T,43,6.0NRT,297,45.5,D
-11.155,132.169,322.4,1.3,1.1,2019-09-14,01:20,T,0,6.0NRT,304,14.8,D
-11.312,132.324,339.2,1.3,1.1,2019-09-14,01:20,T,86,6.0NRT,307.4,43.7,D
-11.323,132.263,319.5,1.3,1.1,2019-09-14,01:20,T,23,6.0NRT,303.5,9.9,D
-11.343,132.39,385.9,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,311,236.1,D
-11.345,132.402,345.2,1.3,1.1,2019-09-14,01:20,T,93,6.0NRT,307.5,55.8,D
-11.391,132.305,341.7,1.3,1.1,2019-09-14,01:20,T,89,6.0NRT,307.9,47.2,D
-11.401,132.304,331.1,1.3,1.1,2019-09-14,01:20,T,79,6.0NRT,308,23.9,D
-11.403,132.315,326.5,1.3,1.1,2019-09-14,01:20,T,73,6.0NRT,308.2,14.3,D
-11.423,132.371,344.6,1.3,1.1,2019-09-14,01:20,T,91,6.0NRT,308.9,53.7,D
-11.424,132.383,322.6,1.3,1.1,2019-09-14,01:20,T,44,6.0NRT,304.4,10.6,D
-11.412,132.242,348.6,1.3,1.1,2019-09-14,01:20,T,93,6.0NRT,304.7,69.1,D
-11.414,132.254,364,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,308.5,123,D
-11.416,132.265,325.8,1.3,1.1,2019-09-14,01:20,T,46,6.0NRT,305.1,14,D
-11.422,132.24,322,1.3,1.1,2019-09-14,01:20,T,49,6.0NRT,304.7,12.9,D
-11.424,132.252,344.7,1.3,1.1,2019-09-14,01:20,T,91,6.0NRT,308.5,58,D
-11.603,130.793,328.1,1.6,1.2,2019-09-14,01:20,T,66,6.0NRT,307.3,25.2,D
-11.434,132.251,338.8,1.3,1.1,2019-09-14,01:20,T,87,6.0NRT,306.6,43,D
-11.618,133.086,330.3,1.2,1.1,2019-09-14,01:20,T,77,6.0NRT,306.6,18.9,D
-11.62,133.097,331.1,1.2,1.1,2019-09-14,01:20,T,59,6.0NRT,306.2,20.5,D
-11.779,133.34,331.6,1.1,1.1,2019-09-14,01:20,T,64,6.0NRT,309.8,17.6,D
-11.832,133.336,327.7,1.1,1.1,2019-09-14,01:20,T,54,6.0NRT,309.8,13.7,D
-11.84,133.324,323.9,1.1,1.1,2019-09-14,01:20,T,41,6.0NRT,308.3,8.1,D
-11.842,133.334,331.8,1.1,1.1,2019-09-14,01:20,T,78,6.0NRT,307.8,19.5,D
-11.55,130.749,327.7,1.6,1.3,2019-09-14,01:20,T,53,6.0NRT,304.8,32.2,D
-11.552,130.763,329.2,1.6,1.2,2019-09-14,01:20,T,62,6.0NRT,303.6,36.1,D
-11.563,130.761,337.7,1.6,1.2,2019-09-14,01:20,T,86,6.0NRT,307.8,58.5,D
-11.575,130.76,326.3,1.6,1.2,2019-09-14,01:20,T,63,6.0NRT,308.2,25.4,D
-11.588,130.773,344.8,1.6,1.2,2019-09-14,01:20,T,91,6.0NRT,309.5,75.9,D
-11.59,130.787,330.1,1.6,1.2,2019-09-14,01:20,T,43,6.0NRT,307.2,30.5,D
-11.602,130.785,328.8,1.6,1.2,2019-09-14,01:20,T,51,6.0NRT,307.9,26,D
-11.604,130.8,325.4,1.6,1.2,2019-09-14,01:20,T,59,6.0NRT,306.3,20.7,D
-11.615,130.798,340.4,1.6,1.2,2019-09-14,01:20,T,88,6.0NRT,309,60,D
-11.347,132.413,347.7,1.3,1.1,2019-09-14,01:20,T,94,6.0NRT,308.4,61.8,D
-11.354,132.459,361.4,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,310.2,106.8,D
-11.356,132.47,366.8,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,311.5,128.3,D
-11.333,132.261,324.8,1.3,1.1,2019-09-14,01:20,T,71,6.0NRT,303.9,17.7,D
-11.352,132.377,339.5,1.3,1.1,2019-09-14,01:20,T,89,6.0NRT,305.8,43.1,D
-11.354,132.389,359,1.3,1.1,2019-09-14,01:20,T,99,6.0NRT,310.5,98.9,D
-11.355,132.4,333.4,1.3,1.1,2019-09-14,01:20,T,74,6.0NRT,309.7,26.5,D
-11.343,132.259,329.9,1.3,1.1,2019-09-14,01:20,T,82,6.0NRT,303.7,24.5,D
-11.364,132.387,338.8,1.3,1.1,2019-09-14,01:20,T,89,6.0NRT,309.4,37.6,D
-11.316,132.02,361.8,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,306.7,121.6,D
-11.318,132.032,378.8,1.3,1.1,2019-09-14,01:20,T,100,6.0NRT,311.8,206.2,D
-11.326,132.018,326.1,1.3,1.1,2019-09-14,01:20,T,64,6.0NRT,306.3,18.4,D
-11.328,132.03,339,1.3,1.1,2019-09-14,01:20,T,89,6.0NRT,309.1,43,D
-11.338,132.028,336.1,1.3,1.1,2019-09-14,01:20,T,86,6.0NRT,307.1,34.5,D
-11.351,132.112,319.2,1.3,1.1,2019-09-14,01:20,T,62,6.0NRT,304.6,6,D
-11.391,132.3,345,1.3,1.1,2019-09-14,01:20,T,93,6.0NRT,307.3,56.2,D
-11.393,132.311,338.3,1.3,1.1,2019-09-14,01:20,T,89,6.0NRT,307.7,39.5,D
29.93,121.702,323,1.1,1,2019-09-14,02:45,T,70,6.0NRT,301.4,10.1,D
29.929,117.277,317.2,1.2,1.1,2019-09-14,02:45,T,65,6.0NRT,298.8,10.1,D
29.476,118.41,314.9,1,1,2019-09-14,02:45,T,61,6.0NRT,299.2,8,D
28.862,119.879,319.9,1,1,2019-09-14,02:45,T,44,6.0NRT,303.3,8.6,D
28.801,120.225,319.3,1,1,2019-09-14,02:45,T,59,6.0NRT,303.5,9.8,D
28.888,118.869,322,1,1,2019-09-14,02:45,T,42,6.0NRT,304.7,7.6,D
28.695,117.293,317.6,1.1,1.1,2019-09-14,02:45,T,61,6.0NRT,301.3,7.2,D
28.763,115.489,318.8,1.4,1.2,2019-09-14,02:45,T,67,6.0NRT,299.8,10.7,D
28.041,119.189,315.6,1,1,2019-09-14,02:45,T,64,6.0NRT,303.2,6.9,D
30.964,121.479,317.7,1,1,2019-09-14,02:45,T,39,6.0NRT,298.6,9,D
30.655,122.023,311.8,1.1,1,2019-09-14,02:45,T,51,6.0NRT,298,7.1,D
30.69,120.12,317.4,1,1,2019-09-14,02:45,T,58,6.0NRT,300,7.9,D
30.09,122.197,318.3,1.1,1,2019-09-14,02:45,T,37,6.0NRT,301.7,9.5,D
30.323,120.601,314.4,1,1,2019-09-14,02:45,T,26,6.0NRT,295.4,4.9,D
23.328,120.194,337.7,1.1,1,2019-09-14,02:50,T,64,6.0NRT,297.9,34.8,D
23.781,120.255,317.8,1.1,1,2019-09-14,02:50,T,61,6.0NRT,300.9,5.5,D
23.784,120.455,320.5,1.1,1,2019-09-14,02:50,T,54,6.0NRT,299.7,8.3,D
23.786,120.445,319.5,1.1,1,2019-09-14,02:50,T,41,6.0NRT,300.2,7.1,D
24.072,120.388,321.6,1.1,1,2019-09-14,02:50,T,0,6.0NRT,303.5,8.7,D
25.038,121.18,316.2,1.1,1.1,2019-09-14,02:50,T,65,6.0NRT,297.4,7.6,D
25.01,121.416,316.8,1.2,1.1,2019-09-14,02:50,T,31,6.0NRT,298.3,9.9,D
15.015,120.747,319.9,1.5,1.2,2019-09-14,02:50,T,77,6.0NRT,285.8,22.4,D
15.018,120.734,314.2,1.5,1.2,2019-09-14,02:50,T,71,6.0NRT,286.2,12.1,D
20.11,110.425,312.7,2.4,1.5,2019-09-14,02:50,T,55,6.0NRT,296.7,29.1,D
22.806,120.271,319.9,1.1,1,2019-09-14,02:50,T,25,6.0NRT,301.2,8.6,D
23.321,120.182,314,1.1,1,2019-09-14,02:50,T,0,6.0NRT,297.4,4.6,D
14.065,121.33,311.7,1.7,1.3,2019-09-14,02:50,T,34,6.0NRT,285.1,13.5,D
1.168,117.113,320.4,1.4,1.2,2019-09-14,02:55,T,77,6.0NRT,297.1,19.5,D
1.969,109.537,315.9,1.5,1.2,2019-09-14,02:55,T,59,6.0NRT,279,20.3,D
1.961,109.589,310.9,1.5,1.2,2019-09-14,02:55,T,36,6.0NRT,284.9,12.3,D
0.498,116.533,330.5,1.3,1.1,2019-09-14,02:55,T,65,6.0NRT,298.7,26.6,D
0.5,116.527,322.5,1.3,1.1,2019-09-14,02:55,T,41,6.0NRT,300.1,13.6,D
0.498,116.539,324.2,1.3,1.1,2019-09-14,02:55,T,55,6.0NRT,297.7,17.5,D
0.289,116.567,313.7,1.3,1.1,2019-09-14,02:55,T,41,6.0NRT,296.3,6.5,D
0.245,116.585,313.8,1.3,1.1,2019-09-14,02:55,T,43,6.0NRT,298.3,8.7,D
0.244,116.596,313.8,1.3,1.1,2019-09-14,02:55,T,52,6.0NRT,297.5,8.9,D
0.22,116.545,325.7,1.3,1.1,2019-09-14,02:55,T,48,6.0NRT,301,20.8,D
0.198,116.419,318.2,1.3,1.1,2019-09-14,02:55,T,73,6.0NRT,299.9,13,D
0.059,116.739,312.8,1.3,1.2,2019-09-14,02:55,T,54,6.0NRT,298.3,9.3,D
0.058,116.75,314.8,1.4,1.2,2019-09-14,02:55,T,61,6.0NRT,299.1,10.7,D
-2.747,112.84,326.4,1,1,2019-09-14,02:55,T,58,6.0NRT,306.6,14,D
-2.872,113.687,315.6,1,1,2019-09-14,02:55,T,32,6.0NRT,302.2,6.8,D
-2.578,111.57,327.9,1,1,2019-09-14,02:55,T,68,6.0NRT,302.5,18.8,D
-2.579,111.579,353.8,1,1,2019-09-14,02:55,T,97,6.0NRT,305.3,64.8,D
-2.588,111.578,335.7,1,1,2019-09-14,02:55,T,85,6.0NRT,305.6,28.2,D
-2.678,112.185,320.9,1,1,2019-09-14,02:55,T,63,6.0NRT,301.7,10.9,D
-2.768,112.792,316,1,1,2019-09-14,02:55,T,31,6.0NRT,301.1,5.8,D
-2.769,112.801,327.9,1,1,2019-09-14,02:55,T,80,6.0NRT,303.4,17.7,D
-2.841,113.292,325.8,1,1,2019-09-14,02:55,T,42,6.0NRT,306,14.9,D
-2.778,112.799,330.2,1,1,2019-09-14,02:55,T,82,6.0NRT,304.4,20,D
