latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-5.826,145.588,300.5,1.3,1.1,2019-08-21,00:30,T,0,6.0NRT,270.7,8.5,D
-9.662,149.681,323.5,1.1,1,2019-08-21,00:30,T,71,6.0NRT,287.4,16.6,D
1.541,124.9,317.4,1,1,2019-08-21,02:05,T,48,6.0NRT,301.6,5.5,D
-8.185,131.037,321.3,2.5,1.5,2019-08-21,02:05,T,56,6.0NRT,292.8,56.5,D
-3.55,126.192,324.1,1.1,1,2019-08-21,02:05,T,77,6.0NRT,295.7,18.6,D
-2.582,121.381,342.1,1.4,1.2,2019-08-21,02:05,T,87,6.0NRT,289.3,68.4,D
-2.58,121.369,323.6,1.4,1.2,2019-08-21,02:05,T,80,6.0NRT,286.3,27.2,D
-2.909,129.296,316.6,1.5,1.2,2019-08-21,02:05,T,67,6.0NRT,299.9,19.1,D
-1.534,121.202,309.2,1.5,1.2,2019-08-21,02:05,T,40,6.0NRT,292,9.8,D
0.825,123.876,326.8,1.1,1,2019-08-21,02:05,T,79,6.0NRT,302.7,16.4,D
2.271,117.972,311.1,3,1.7,2019-08-21,02:05,T,63,6.0NRT,291.1,22.2,D
-11.803,130.13,318.1,2.4,1.5,2019-08-21,02:10,T,52,6.0NRT,300.9,38.5,D
-11.659,130.438,320.5,2.6,1.5,2019-08-21,02:10,T,41,6.0NRT,302.7,35.4,D
-11.277,131.888,312.4,3.3,1.7,2019-08-21,02:10,T,35,6.0NRT,298.9,32.3,D
-9.828,123.792,324.7,1,1,2019-08-21,02:10,T,78,6.0NRT,302.1,13.3,D
-8.872,120.906,319.8,1.2,1.1,2019-08-21,02:10,T,50,6.0NRT,296.1,14.6,D
-8.87,120.901,323.9,1.2,1.1,2019-08-21,02:10,T,64,6.0NRT,296.9,19.3,D
-8.39,118.12,337,1.9,1.4,2019-08-21,02:10,T,87,6.0NRT,298.9,78.1,D
-11.8,130.108,318.8,2.4,1.5,2019-08-21,02:10,T,66,6.0NRT,301.2,41.1,D
-8.388,118.103,334.4,1.9,1.4,2019-08-21,02:10,T,86,6.0NRT,297.9,68.4,D
-9.641,149.776,311,1.7,1.3,2019-08-21,03:20,A,45,6.0NRT,293.1,12.8,D
-9.75,149.546,331,1.7,1.3,2019-08-21,03:20,A,84,6.0NRT,294.3,55.9,D
-9.454,150.694,310.4,1.4,1.2,2019-08-21,03:20,A,19,6.0NRT,294.3,8,D
-9.447,150.699,312.3,1.4,1.2,2019-08-21,03:20,A,46,6.0NRT,294.8,9.3,D
-9.255,150.271,312.1,1.5,1.2,2019-08-21,03:20,A,30,6.0NRT,295.5,9.4,D
-9.348,149.034,311.5,1.9,1.3,2019-08-21,03:20,A,49,6.0NRT,293.9,16.5,D
-4.483,144.203,315.1,3.8,1.8,2019-08-21,03:20,A,63,6.0NRT,279.2,75.4,D
-4.075,144.424,310.3,3.6,1.8,2019-08-21,03:20,A,36,6.0NRT,291.1,35,D
-4.081,144.417,312.3,3.6,1.8,2019-08-21,03:20,A,53,6.0NRT,291.1,45.3,D
27.244,140.871,314,1.7,1.3,2019-08-21,03:30,A,60,6.0NRT,300,18.8,D
29.829,107.607,313.2,1,1,2019-08-21,03:35,T,30,6.0NRT,293,4.6,D
28.529,115.876,318,2.7,1.6,2019-08-21,03:35,T,21,6.0NRT,297,37.7,D
30.158,113.868,317.5,1.8,1.3,2019-08-21,03:35,T,40,6.0NRT,301.4,15,D
30.389,114.181,323.2,1.9,1.3,2019-08-21,03:35,T,0,6.0NRT,302.4,21.1,D
30.898,119.466,312.2,4.1,1.9,2019-08-21,03:35,T,50,6.0NRT,294.2,36.7,D
28.217,113.32,321.2,1.8,1.3,2019-08-21,03:35,T,65,6.0NRT,301.9,20.4,D
27.324,108.999,323.8,1.1,1,2019-08-21,03:35,T,78,6.0NRT,301.1,14.1,D
26.911,109.208,319.1,1.1,1.1,2019-08-21,03:35,T,45,6.0NRT,298.4,10.1,D
26.511,107.823,319,1,1,2019-08-21,03:35,T,50,6.0NRT,298.6,7.7,D
25.412,107.877,315.9,1,1,2019-08-21,03:35,T,35,6.0NRT,290.5,7.6,D
24.854,107.667,314.3,1,1,2019-08-21,03:35,T,47,6.0NRT,295.1,6.5,D
27.549,109.913,318.2,1.2,1.1,2019-08-21,03:35,T,30,6.0NRT,300.4,9.9,D
28.524,107.883,312,1,1,2019-08-21,03:35,T,38,6.0NRT,295.2,4.1,D
28.082,113.05,321.8,1.8,1.3,2019-08-21,03:35,T,51,6.0NRT,300,18,D
11.538,106.9,315.9,1.3,1.2,2019-08-21,03:40,T,48,6.0NRT,294.9,12,D
13.105,103.542,319.5,1,1,2019-08-21,03:40,T,45,6.0NRT,278.9,10.7,D
13.087,103.669,342.1,1,1,2019-08-21,03:40,T,91,6.0NRT,281.4,39.6,D
8.136,100,326.7,1.2,1.1,2019-08-21,03:40,T,31,6.0NRT,302.1,11.5,D
14.498,100.313,314.4,1.4,1.2,2019-08-21,03:40,T,65,6.0NRT,285.9,10.2,D
13.11,103.642,322.1,1,1,2019-08-21,03:40,T,46,6.0NRT,289.4,9.5,D
13.097,103.661,339.9,1,1,2019-08-21,03:40,T,84,6.0NRT,286,33.7,D
13.096,103.67,373.3,1,1,2019-08-21,03:40,T,94,6.0NRT,290.1,119.2,D
13.094,103.68,322.8,1,1,2019-08-21,03:40,T,30,6.0NRT,284.3,13.2,D
10.485,106.366,327.4,1.3,1.1,2019-08-21,03:40,T,81,6.0NRT,295.2,25.2,D
10.487,106.354,318.5,1.3,1.1,2019-08-21,03:40,T,57,6.0NRT,293,11.6,D
10.807,106.923,309.4,1.4,1.2,2019-08-21,03:40,T,41,6.0NRT,273.4,11.2,D
