latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-9.555,148.67,315.2,2,1.4,2019-09-10,00:05,T,71,6.0NRT,298.6,22.2,D
-9.561,148.68,318,1.9,1.4,2019-09-10,00:05,T,68,6.0NRT,297.7,26.9,D
-10.18,150.276,307.3,1.5,1.2,2019-09-10,00:05,T,42,6.0NRT,285.3,7.3,D
-9.558,148.687,313.3,1.9,1.4,2019-09-10,00:05,T,63,6.0NRT,296.3,19.4,D
-6.917,146.37,310.8,3.3,1.7,2019-09-10,00:05,T,40,6.0NRT,289.6,36.5,D
-8.735,146.651,317.4,2.9,1.6,2019-09-10,00:05,T,78,6.0NRT,290.4,57.3,D
-8.74,146.677,307.7,2.9,1.6,2019-09-10,00:05,T,66,6.0NRT,288.2,22.7,D
-9.314,150.182,314,1.5,1.2,2019-09-10,00:05,T,59,6.0NRT,291.6,20.4,D
-9.327,150.196,308.6,1.5,1.2,2019-09-10,00:05,T,15,6.0NRT,289.9,13.6,D
27.243,140.881,316.6,1.2,1.1,2019-09-10,01:35,T,66,6.0NRT,303.3,11.6,D
-3.077,130.297,317.2,1,1,2019-09-10,01:40,T,32,6.0NRT,303,6.5,D
-3.088,130.369,363.8,1,1,2019-09-10,01:40,T,100,6.0NRT,306.8,88.8,D
-3.09,130.378,394.5,1,1,2019-09-10,01:40,T,100,6.0NRT,310,215.5,D
-3.091,130.387,331.1,1,1,2019-09-10,01:40,T,67,6.0NRT,302.1,19.2,D
-3.097,130.368,338,1,1,2019-09-10,01:40,T,85,6.0NRT,303.6,30.2,D
-3.099,130.377,356,1,1,2019-09-10,01:40,T,98,6.0NRT,306.7,66.1,D
-3.109,130.385,328.9,1,1,2019-09-10,01:40,T,54,6.0NRT,304.2,16.1,D
-3.075,130.092,321.1,1,1,2019-09-10,01:40,T,49,6.0NRT,300.6,9.9,D
-3.076,130.101,322.2,1,1,2019-09-10,01:40,T,46,6.0NRT,303.3,11.3,D
-3.123,130.355,325.3,1,1,2019-09-10,01:40,T,11,6.0NRT,303.4,13.7,D
-3.124,130.364,329.1,1,1,2019-09-10,01:40,T,18,6.0NRT,303.8,16.9,D
-2.919,128.909,323.2,1.1,1.1,2019-09-10,01:40,T,60,6.0NRT,304.1,15.2,D
-2.92,128.919,321.5,1.1,1.1,2019-09-10,01:40,T,30,6.0NRT,304.9,12.2,D
-3.136,130.381,349.4,1,1,2019-09-10,01:40,T,95,6.0NRT,304.1,51.4,D
-3.139,130.399,333.9,1,1,2019-09-10,01:40,T,83,6.0NRT,305.9,24.5,D
-3.143,130.426,324.2,1,1,2019-09-10,01:40,T,71,6.0NRT,303.1,13.1,D
-3.13,130.28,321.5,1,1,2019-09-10,01:40,T,67,6.0NRT,303.3,13.3,D
-3.144,130.371,327.3,1,1,2019-09-10,01:40,T,57,6.0NRT,304.1,17.2,D
-3.078,129.868,325.8,1,1,2019-09-10,01:40,T,64,6.0NRT,303.2,16.1,D
-3.079,129.878,323.9,1,1,2019-09-10,01:40,T,79,6.0NRT,303.6,14.3,D
-3.127,130.199,313.8,1,1,2019-09-10,01:40,T,63,6.0NRT,301,6.2,D
-2.923,128.65,325.3,1.2,1.1,2019-09-10,01:40,T,80,6.0NRT,300.8,23.2,D
-2.924,128.659,316.3,1.2,1.1,2019-09-10,01:40,T,69,6.0NRT,301.1,11.3,D
-3.105,129.865,322.8,1,1,2019-09-10,01:40,T,59,6.0NRT,301.6,14,D
-3.222,130.527,315.2,1,1,2019-09-10,01:40,T,45,6.0NRT,298,5.8,D
-3.209,130.253,324.9,1,1,2019-09-10,01:40,T,79,6.0NRT,298.8,18,D
-3.349,126.846,316,1.5,1.2,2019-09-10,01:40,T,69,6.0NRT,302.7,15.4,D
-2.584,121.364,311.6,4.2,1.9,2019-09-10,01:40,T,46,6.0NRT,298.2,46,D
-2.576,121.395,310.8,4.1,1.9,2019-09-10,01:40,T,33,6.0NRT,298.4,39.7,D
-3.548,126.329,314.2,1.6,1.3,2019-09-10,01:40,T,66,6.0NRT,298.6,16.9,D
-3.547,126.323,314.9,1.6,1.3,2019-09-10,01:40,T,62,6.0NRT,298.9,17.2,D
-6.399,134.183,318.7,1.4,1.2,2019-09-10,01:40,T,70,6.0NRT,295.4,16.9,D
-7.792,138.383,311.7,3.1,1.7,2019-09-10,01:40,T,65,6.0NRT,297,29.3,D
-7.812,138.079,315.1,2.9,1.6,2019-09-10,01:40,T,59,6.0NRT,300.4,37.1,D
-7.813,138.073,315.5,2.9,1.6,2019-09-10,01:40,T,69,6.0NRT,300.6,40.1,D
-8.118,137.858,311.8,2.8,1.6,2019-09-10,01:40,T,17,6.0NRT,299.4,22.2,D
-8.232,137.812,321.4,2.8,1.6,2019-09-10,01:40,T,23,6.0NRT,300.6,48.9,D
-7.338,131.46,313.3,1,1,2019-09-10,01:40,T,54,6.0NRT,302,6.2,D
2.777,125.412,311.7,2.5,1.5,2019-09-10,01:40,T,35,6.0NRT,298.3,22.3,D
-1.011,121.902,311.5,4,1.9,2019-09-10,01:40,T,38,6.0NRT,300.1,33.3,D
-1.1,121.54,330.3,4.3,1.9,2019-09-10,01:40,T,73,6.0NRT,303.6,179.2,D
-1.102,121.531,328.2,4.3,1.9,2019-09-10,01:40,T,72,6.0NRT,303.6,156.6,D
-2.957,129.726,323.1,1.1,1,2019-09-10,01:40,T,74,6.0NRT,304.8,13.9,D
-3.052,130.371,314.2,1,1,2019-09-10,01:40,T,36,6.0NRT,302.5,6.1,D
-3.06,130.364,325.7,1,1,2019-09-10,01:40,T,58,6.0NRT,300.5,16.1,D
-3.061,130.373,328.1,1,1,2019-09-10,01:40,T,50,6.0NRT,304.7,18,D
-3.048,130.226,315.8,1,1,2019-09-10,01:40,T,65,6.0NRT,304,6.4,D
-11.442,130.832,336.6,1.1,1,2019-09-10,01:45,T,85,6.0NRT,312.4,25.7,D
-11.441,130.823,343.5,1.1,1,2019-09-10,01:45,T,90,6.0NRT,313.1,38.1,D
-11.433,130.834,328.3,1.1,1,2019-09-10,01:45,T,76,6.0NRT,310.5,14.7,D
-11.432,130.824,325.2,1.1,1,2019-09-10,01:45,T,71,6.0NRT,311.2,10.7,D
-11.638,132.843,336.9,1.3,1.1,2019-09-10,01:45,T,85,6.0NRT,312.5,37.6,D
-11.636,132.831,369.4,1.3,1.1,2019-09-10,01:45,T,100,6.0NRT,317.1,154.4,D
-11.634,132.818,351.8,1.3,1.1,2019-09-10,01:45,T,95,6.0NRT,311.9,80.1,D
-11.626,132.832,325.3,1.3,1.1,2019-09-10,01:45,T,62,6.0NRT,309.9,16.9,D
-11.624,132.82,337.7,1.3,1.1,2019-09-10,01:45,T,86,6.0NRT,310.7,42.7,D
-11.913,135.794,317.5,2.2,1.4,2019-09-10,01:45,T,32,6.0NRT,301.3,24.6,D
-11.352,132.093,326.1,1.2,1.1,2019-09-10,01:45,T,40,6.0NRT,310.8,15.1,D
-11.313,132.252,327.4,1.2,1.1,2019-09-10,01:45,T,80,6.0NRT,308,20.3,D
-11.311,132.241,330.5,1.2,1.1,2019-09-10,01:45,T,78,6.0NRT,310,24.7,D
-11.27,132.235,327.8,1.2,1.1,2019-09-10,01:45,T,81,6.0NRT,309,18.3,D
-11.268,132.224,323.2,1.2,1.1,2019-09-10,01:45,T,68,6.0NRT,309.4,12,D
-11.275,132.349,319.5,1.2,1.1,2019-09-10,01:45,T,59,6.0NRT,307.9,10.5,D
-11.274,132.337,341.4,1.2,1.1,2019-09-10,01:45,T,91,6.0NRT,311.8,48.5,D
-11.272,132.326,342.6,1.2,1.1,2019-09-10,01:45,T,91,6.0NRT,311.5,50.3,D
-11.264,132.339,330.2,1.2,1.1,2019-09-10,01:45,T,83,6.0NRT,308.9,25.5,D
-11.262,132.327,336.7,1.2,1.1,2019-09-10,01:45,T,88,6.0NRT,309.8,36.9,D
-11.083,132.58,328.1,1.3,1.1,2019-09-10,01:45,T,59,6.0NRT,303.8,25.7,D
-11.073,132.51,323.6,1.3,1.1,2019-09-10,01:45,T,64,6.0NRT,303.5,16.4,D
-11.071,132.499,334.4,1.3,1.1,2019-09-10,01:45,T,0,6.0NRT,306.2,35.3,D
-11.072,132.581,328.5,1.3,1.1,2019-09-10,01:45,T,57,6.0NRT,302.5,27.3,D
-8.416,124.104,325.2,2,1.4,2019-09-10,01:45,T,77,6.0NRT,301,37.1,D
-8.659,125.702,322.9,1.5,1.2,2019-09-10,01:45,T,74,6.0NRT,305.6,20.6,D
-8.23,124.09,312.5,2,1.4,2019-09-10,01:45,T,54,6.0NRT,301.5,24.5,D
-7.912,126.221,329.4,1.4,1.2,2019-09-10,01:45,T,59,6.0NRT,301.4,28.1,D
-7.904,126.236,331.6,1.4,1.2,2019-09-10,01:45,T,79,6.0NRT,301.4,36,D
-8.149,128.064,319,1.1,1,2019-09-10,01:45,T,48,6.0NRT,300.7,8,D
-8.302,130.813,324,1,1,2019-09-10,01:45,T,59,6.0NRT,307.1,9.6,D
-8.301,130.804,330.8,1,1,2019-09-10,01:45,T,79,6.0NRT,305.8,17.7,D
-8.153,131.12,317.5,1,1,2019-09-10,01:45,T,57,6.0NRT,302.3,6.3,D
-8.152,131.111,318.9,1,1,2019-09-10,01:45,T,56,6.0NRT,302.8,8.3,D
-7.829,129.727,324.3,1,1,2019-09-10,01:45,T,77,6.0NRT,302,17,D
-11.738,130.576,341.4,1,1,2019-09-10,01:45,T,89,6.0NRT,312.3,36,D
-11.736,130.566,385.5,1,1,2019-09-10,01:45,T,100,6.0NRT,315.2,176.9,D
-11.727,130.567,370.6,1,1,2019-09-10,01:45,T,100,6.0NRT,313.6,114.9,D
-11.726,130.558,352.2,1,1,2019-09-10,01:45,T,96,6.0NRT,307.4,60.5,D
-11.661,130.749,359.2,1.1,1,2019-09-10,01:45,T,99,6.0NRT,312.4,75.7,D
-11.627,130.774,333.8,1.1,1,2019-09-10,01:45,T,54,6.0NRT,311.8,20.8,D
-11.626,130.764,337.4,1.1,1,2019-09-10,01:45,T,74,6.0NRT,315.7,25.2,D
-11.617,130.766,348.6,1.1,1,2019-09-10,01:45,T,93,6.0NRT,313.9,49.9,D
-11.615,130.756,359.7,1.1,1,2019-09-10,01:45,T,99,6.0NRT,316.3,77.5,D
-11.594,130.923,332.6,1.1,1,2019-09-10,01:45,T,81,6.0NRT,311.1,21.8,D
-11.593,130.913,343,1.1,1,2019-09-10,01:45,T,90,6.0NRT,313.1,39.6,D
26.28,117.564,313.8,1.5,1.2,2019-09-10,03:10,T,65,6.0NRT,298.9,11.3,D
24.968,113.898,313.5,1,1,2019-09-10,03:10,T,62,6.0NRT,296.7,5.9,D
24.894,115.706,318.5,1.2,1.1,2019-09-10,03:10,T,72,6.0NRT,298.3,12.9,D
24.884,116.244,314.2,1.3,1.1,2019-09-10,03:10,T,31,6.0NRT,297.3,9,D
25.058,116.426,315.5,1.3,1.1,2019-09-10,03:10,T,50,6.0NRT,298.4,10.2,D
25.551,114.654,316.4,1.1,1,2019-09-10,03:10,T,51,6.0NRT,297.9,6.4,D
25.765,114.588,318.7,1.1,1,2019-09-10,03:10,T,51,6.0NRT,299.6,9.1,D
25.819,114.649,316.7,1.1,1,2019-09-10,03:10,T,48,6.0NRT,299.1,7.4,D
25.911,115.071,317.8,1.1,1.1,2019-09-10,03:10,T,28,6.0NRT,299.7,9.8,D
25.917,115.067,320.1,1.1,1.1,2019-09-10,03:10,T,34,6.0NRT,300.5,8.9,D
25.964,115.403,319.9,1.1,1.1,2019-09-10,03:10,T,0,6.0NRT,299.1,8.3,D
26.362,114.557,316.5,1.1,1,2019-09-10,03:10,T,63,6.0NRT,298.8,6.9,D
26.004,117.365,319,1.5,1.2,2019-09-10,03:10,T,45,6.0NRT,300.8,13.5,D
26.188,118.133,315.1,1.6,1.3,2019-09-10,03:10,T,27,6.0NRT,299.7,13.1,D
27.192,112.799,325.4,1,1,2019-09-10,03:10,T,77,6.0NRT,297.6,14.7,D
27.088,113.928,319.6,1,1,2019-09-10,03:10,T,50,6.0NRT,300.6,7.1,D
26.952,114.922,317.6,1.1,1,2019-09-10,03:10,T,66,6.0NRT,299.1,7.5,D
27.004,114.993,316.4,1.1,1,2019-09-10,03:10,T,45,6.0NRT,298.6,6.7,D
27.241,113.468,319.2,1,1,2019-09-10,03:10,T,67,6.0NRT,300.1,7.8,D
