latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.245,140.886,314.1,2.5,1.5,2019-08-24,00:50,T,60,6.0NRT,296.7,34,D
-8.338,138.291,320.3,1.2,1.1,2019-08-24,01:00,T,74,6.0NRT,297.4,16.4,D
-8.28,137.912,321.6,1.2,1.1,2019-08-24,01:00,T,75,6.0NRT,298.9,17.2,D
-8.278,137.901,333,1.2,1.1,2019-08-24,01:00,T,86,6.0NRT,298.2,35.5,D
-8.268,137.902,315,1.2,1.1,2019-08-24,01:00,T,10,6.0NRT,297.3,8.7,D
-8.412,141.112,310.6,1,1,2019-08-24,01:00,T,65,6.0NRT,288.2,5.8,D
-8.531,146.381,316.2,1.9,1.3,2019-08-24,01:00,T,58,6.0NRT,293,24.4,D
-6.421,134.203,315.8,2.5,1.5,2019-08-24,01:00,T,56,6.0NRT,294.6,33.7,D
-6.417,134.181,312.9,2.5,1.5,2019-08-24,01:00,T,49,6.0NRT,294.9,24.1,D
-6.86,139.123,310.3,1.1,1.1,2019-08-24,01:00,T,48,6.0NRT,290,4.8,D
-6.228,145.495,326.1,1.5,1.2,2019-08-24,01:00,T,84,6.0NRT,297.6,34.4,D
-6.199,145.628,310.3,1.5,1.2,2019-08-24,01:00,T,68,6.0NRT,291.2,12.3,D
-8.852,140.851,330.3,1,1,2019-08-24,01:00,T,85,6.0NRT,293,23.8,D
-10.699,142.222,315.3,1.1,1,2019-08-24,01:00,T,44,6.0NRT,296.3,8,D
-8.34,138.301,312,1.2,1.1,2019-08-24,01:00,T,39,6.0NRT,297,7,D
30.309,121.927,311.7,1.2,1.1,2019-08-24,02:30,T,37,6.0NRT,298.2,7.9,D
30.423,122.461,313.8,1.1,1.1,2019-08-24,02:30,T,56,6.0NRT,298.8,9.4,D
30.296,121.949,313,1.2,1.1,2019-08-24,02:30,T,38,6.0NRT,297.3,9.2,D
30.29,122.07,310.8,1.2,1.1,2019-08-24,02:30,T,41,6.0NRT,298.6,7.1,D
30.301,121.987,312.8,1.2,1.1,2019-08-24,02:30,T,28,6.0NRT,293.1,9.7,D
-1.84,110.185,313.4,2.6,1.6,2019-08-24,02:35,T,42,6.0NRT,277.7,36.3,D
-2.112,115.197,309.6,1.1,1.1,2019-08-24,02:35,T,42,6.0NRT,287.4,4.9,D
