latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-5.296,147.602,313.2,1.6,1.3,2019-08-23,00:15,T,32,6.0NRT,294.8,14.2,D
-2.807,129.545,313.2,1.1,1,2019-08-23,01:55,T,50,6.0NRT,295.2,7,D
-2.869,128.901,319.7,1,1,2019-08-23,01:55,T,57,6.0NRT,298.2,9.5,D
-2.58,121.376,311.4,2.4,1.5,2019-08-23,01:55,T,42,6.0NRT,272.9,29.4,D
-7.7,130.999,315.6,1.4,1.2,2019-08-23,01:55,T,58,6.0NRT,296.8,12.3,D
-8.176,124.38,311.9,1.2,1.1,2019-08-23,01:55,T,51,6.0NRT,298.8,9.9,D
-8.177,124.373,312,1.2,1.1,2019-08-23,01:55,T,52,6.0NRT,299.3,10.8,D
-8.483,126.368,319.3,1,1,2019-08-23,01:55,T,51,6.0NRT,297.2,10.2,D
-8.645,125.912,317.9,1,1,2019-08-23,01:55,T,56,6.0NRT,299.9,6,D
-8.646,125.921,318.4,1,1,2019-08-23,01:55,T,65,6.0NRT,300.8,7.1,D
-8.449,124.082,318,1.2,1.1,2019-08-23,01:55,T,52,6.0NRT,298.8,8.6,D
-8.69,120.811,344.8,2,1.4,2019-08-23,01:55,T,93,6.0NRT,296,126.3,D
-10.059,124.047,316.6,1.2,1.1,2019-08-23,01:55,T,47,6.0NRT,300.7,6.8,D
-11.462,132.1,312.5,2,1.4,2019-08-23,01:55,T,55,6.0NRT,300.6,13.5,D
-11.658,130.456,323.3,1.5,1.2,2019-08-23,01:55,T,0,6.0NRT,302,16.6,D
-6.073,146.722,320.5,4.4,1.9,2019-08-23,03:10,A,55,6.0NRT,286.8,129.4,D
25.115,110.011,319.7,1,1,2019-08-23,03:25,T,55,6.0NRT,299.6,6.3,D
30.879,113.923,321.3,1.2,1.1,2019-08-23,03:25,T,38,6.0NRT,298.3,10.8,D
30.842,114.143,319.2,1.2,1.1,2019-08-23,03:25,T,43,6.0NRT,297.3,8.8,D
30.98,113.208,317.9,1.1,1,2019-08-23,03:25,T,22,6.0NRT,297.5,7.7,D
30.745,114.581,320.6,1.3,1.1,2019-08-23,03:25,T,32,6.0NRT,295.8,10.6,D
30.804,114,325,1.2,1.1,2019-08-23,03:25,T,76,6.0NRT,298.4,16.6,D
30.801,114.012,320.6,1.2,1.1,2019-08-23,03:25,T,69,6.0NRT,297.8,9.6,D
30.71,114.486,317.9,1.3,1.1,2019-08-23,03:25,T,32,6.0NRT,296.5,9.6,D
30.719,113.837,316.9,1.2,1.1,2019-08-23,03:25,T,40,6.0NRT,296.3,7.6,D
30.666,114.026,320.6,1.2,1.1,2019-08-23,03:25,T,33,6.0NRT,296.8,9.8,D
30.37,113.326,316.2,1.1,1.1,2019-08-23,03:25,T,58,6.0NRT,296.8,8.1,D
30.407,113.04,318.7,1.1,1,2019-08-23,03:25,T,52,6.0NRT,298.3,7.9,D
30.346,112.906,321.2,1.1,1,2019-08-23,03:25,T,43,6.0NRT,298.3,10.1,D
30.245,113.522,316.4,1.2,1.1,2019-08-23,03:25,T,41,6.0NRT,296.9,7.4,D
29.916,113.827,317.9,1.2,1.1,2019-08-23,03:25,T,57,6.0NRT,297.9,9.5,D
29.44,113.43,316.4,1.2,1.1,2019-08-23,03:25,T,51,6.0NRT,295.3,9.5,D
28.387,117.867,319.3,2.3,1.5,2019-08-23,03:25,T,38,6.0NRT,297.5,21.9,D
