latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.296,120.792,310.6,1.3,1.1,2019-08-08,02:30,T,0,6.0NRT,296.2,7.5,D
30.316,119.785,318.8,1.5,1.2,2019-08-08,02:30,T,66,6.0NRT,295.2,14.6,D
30.296,118.54,315.8,1.8,1.3,2019-08-08,02:30,T,56,6.0NRT,295.9,15.5,D
27.979,118.541,316.8,1.7,1.3,2019-08-08,02:30,T,59,6.0NRT,298,14.8,D
23.713,121.474,318.7,1.1,1,2019-08-08,02:30,T,53,6.0NRT,297.6,7.2,D
30.679,122.416,311.9,1.1,1.1,2019-08-08,02:30,T,33,6.0NRT,297.1,7.8,D
-2.332,114.011,330.5,1.3,1.1,2019-08-08,02:35,T,73,6.0NRT,296,31.1,D
-1.253,120.212,309.7,1.2,1.1,2019-08-08,02:35,T,47,6.0NRT,296.2,7.7,D
-2.136,113.795,318.5,1.4,1.2,2019-08-08,02:35,T,75,6.0NRT,290.2,17.3,D
-2.236,114.126,312.5,1.3,1.1,2019-08-08,02:35,T,45,6.0NRT,291.1,9.9,D
-2.254,113.968,323.6,1.3,1.1,2019-08-08,02:35,T,37,6.0NRT,296.3,18.3,D
-2.246,113.847,325,1.4,1.2,2019-08-08,02:35,T,76,6.0NRT,295.5,19.4,D
-2.261,113.943,323.7,1.3,1.1,2019-08-08,02:35,T,72,6.0NRT,297.6,19,D
-3.302,112.745,314.8,1.6,1.2,2019-08-08,02:35,T,68,6.0NRT,282,18.6,D
-2.414,114.761,313,1.2,1.1,2019-08-08,02:35,T,57,6.0NRT,294.4,6.8,D
-2.321,114.012,331.6,1.3,1.1,2019-08-08,02:35,T,63,6.0NRT,295.1,31,D
-2.728,112.832,322.6,1.6,1.2,2019-08-08,02:35,T,79,6.0NRT,291.3,29.9,D
-3.275,114.845,313.7,1.2,1.1,2019-08-08,02:35,T,38,6.0NRT,293.5,7.4,D
-3.463,118.966,313.4,1.1,1,2019-08-08,02:35,T,66,6.0NRT,296.8,6.1,D
-2.473,112.81,309.4,1.6,1.2,2019-08-08,02:35,T,45,6.0NRT,290.1,10.2,D
-2.473,112.816,310.9,1.6,1.2,2019-08-08,02:35,T,65,6.0NRT,289.9,12.8,D
-2.804,115.189,316.4,1.1,1.1,2019-08-08,02:35,T,70,6.0NRT,297.1,7.8,D
-2.573,114.66,316.2,1.2,1.1,2019-08-08,02:35,T,66,6.0NRT,298.1,9.7,D
-9.887,120.054,325.8,1.5,1.2,2019-08-08,02:40,T,79,6.0NRT,295.8,27.9,D
-7.156,114.496,311.6,1.1,1,2019-08-08,02:40,T,49,6.0NRT,299.9,9,D
-8.108,117.941,327.8,1.1,1,2019-08-08,02:40,T,65,6.0NRT,301.4,20.8,D
-7.823,114.452,315.3,1.1,1,2019-08-08,02:40,T,0,6.0NRT,300.8,5,D
-7.832,114.451,334.2,1.1,1,2019-08-08,02:40,T,64,6.0NRT,300.9,28.4,D
-6.901,108.398,307.9,2.9,1.6,2019-08-08,02:40,T,19,6.0NRT,286.2,30.1,D
-8.472,118.62,316.7,1.2,1.1,2019-08-08,02:40,T,38,6.0NRT,298.1,6.1,D
-8.206,114.134,335.4,1.1,1,2019-08-08,02:40,T,76,6.0NRT,295.5,38.5,D
-8.192,113.469,315.3,1.2,1.1,2019-08-08,02:40,T,28,6.0NRT,299.4,7.3,D
-8.193,113.462,317.7,1.2,1.1,2019-08-08,02:40,T,58,6.0NRT,297.9,11.7,D
-9.563,119.053,313.1,1.3,1.1,2019-08-08,02:40,T,38,6.0NRT,297.8,6,D
-9.854,119.893,317.8,1.5,1.2,2019-08-08,02:40,T,47,6.0NRT,300.2,11.2,D
-7.154,114.486,311.3,1.1,1,2019-08-08,02:40,T,48,6.0NRT,300.1,8.7,D
-9.878,120.049,318.7,1.5,1.2,2019-08-08,02:40,T,30,6.0NRT,295.7,14.5,D
-9.889,120.047,328.5,1.5,1.2,2019-08-08,02:40,T,81,6.0NRT,296.4,33.7,D
-8.228,123.639,317.8,2.7,1.6,2019-08-08,02:40,T,0,6.0NRT,302.8,35,D
27.241,140.87,313.2,1.1,1,2019-08-08,04:00,A,57,6.0NRT,299.2,8.9,D
27.242,140.881,316.4,1.1,1,2019-08-08,04:00,A,66,6.0NRT,300.3,12.1,D
17.392,106.426,312.3,3.6,1.8,2019-08-08,04:10,T,51,6.0NRT,285.5,46.5,D
15.458,101.743,318.2,1.8,1.3,2019-08-08,04:10,T,33,6.0NRT,289.2,22.2,D
26.268,100.184,316.6,1,1,2019-08-08,04:10,T,40,6.0NRT,292.3,12.5,D
18.009,106.239,314.4,3.4,1.7,2019-08-08,04:10,T,63,6.0NRT,290.7,35.2,D
18.014,106.234,317,3.4,1.7,2019-08-08,04:10,T,67,6.0NRT,290.6,48,D
17.398,106.395,310.7,3.6,1.8,2019-08-08,04:10,T,41,6.0NRT,287.6,38.9,D
1.529,102.136,310.6,3.4,1.7,2019-08-08,04:15,T,57,6.0NRT,290.6,30.4,D
1.513,102.158,309.3,3.4,1.7,2019-08-08,04:15,T,47,6.0NRT,290.6,25.7,D
1.322,101.907,311.4,3.3,1.7,2019-08-08,04:15,T,43,6.0NRT,292.8,35,D
3.875,97.319,322.9,1.3,1.1,2019-08-08,04:15,T,80,6.0NRT,294.3,28.6,D
4.064,97.216,303.9,1.3,1.1,2019-08-08,04:15,T,41,6.0NRT,283.3,6,D
4.271,96.111,302.8,1.1,1.1,2019-08-08,04:15,T,50,6.0NRT,281.3,4.3,D
